Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
9,24,7,1,,,,290.3,0,0,0,0.0
10,1,1,1,,,,285.0,0,0,0,0.0
10,2,1,1,,,,286.4,0,0,0,0.0
10,3,1,1,,,,285.9,0,0,0,0.0
10,4,1,1,,,,284.0,0,0,0,0.0
10,5,1,1,,,,288.4,0,0,0,0.0
10,6,1,1,,,,293.1,0,0,0,3.0
10,7,1,1,,,,290.9,0,0,0,52.0
10,8,1,1,,,,297.4,0,0,0,112.0
10,9,1,1,,,,293.4,0,0,0,195.0
10,10,1,1,,,,304.7,0,0,0,215.0
10,11,1,1,,,,297.9,0,0,0,170.0
10,12,1,1,,,,300.6,0,0,0,150.0
10,13,1,1,,,,301.0,0,0,0,118.0
10,14,1,1,,,,314.8,0,0,0,73.0
10,15,1,1,,,,325.3,0,0,0,49.0
10,16,1,1,,,,317.3,0,0,0,28.0
10,17,1,1,,,,313.2,0,0,0,3.0
10,18,1,1,,,,313.6,0,0,0,0.0
10,19,1,1,,,,309.4,0,0,0,0.0
10,20,1,1,,,,309.7,0,0,0,0.0
10,21,1,1,,,,303.1,0,0,0,0.0
10,22,1,1,,,,304.2,0,0,0,0.0
10,23,1,1,,,,288.8,0,0,0,0.0
10,24,1,1,,,,283.2,0,0,0,0.0
10,1,2,1,,,,285.4,0,0,0,0.0
10,2,2,1,,,,282.2,0,0,0,0.0
10,3,2,1,,,,279.3,0,0,0,0.0
10,4,2,1,,,,278.4,0,0,0,0.0
10,5,2,1,,,,299.6,0,0,0,0.0
10,6,2,1,,,,340.2,0,0,0,60.0
10,7,2,1,,,,411.9,0,0,0,303.0
10,8,2,1,,,,466.4,0,0,0,412.0
10,9,2,1,,,,507.2,0,0,0,611.0
10,10,2,1,,,,520.9,0,0,0,615.0
10,11,2,1,,,,517.6,0,0,0,557.0
10,12,2,1,,,,496.4,0,0,0,660.0
10,13,2,1,,,,526.2,0,0,0,751.0
10,14,2,1,,,,561.4,0,0,0,288.0
10,15,2,1,,,,511.1,0,0,0,124.0
10,16,2,1,,,,453.7,0,0,0,53.0
10,17,2,1,,,,391.5,0,0,0,3.0
10,18,2,1,,,,343.2,0,0,0,0.0
10,19,2,1,,,,327.2,0,0,0,0.0
10,20,2,1,,,,313.2,0,0,0,0.0
10,21,2,1,,,,307.5,0,0,0,0.0
10,22,2,1,,,,311.9,0,0,0,0.0
10,23,2,1,,,,295.6,0,0,0,0.0
10,24,2,1,,,,296.1,0,0,0,0.0
10,1,3,1,,,,292.8,0,0,0,0.0
10,2,3,1,,,,292.6,0,0,0,0.0
10,3,3,1,,,,290.1,0,0,0,0.0
10,4,3,1,,,,300.1,0,0,0,0.0
10,5,3,1,,,,319.0,0,0,0,0.0
10,6,3,1,,,,362.1,0,0,0,45.0
10,7,3,1,,,,469.5,0,0,0,311.0
10,8,3,1,,,,449.2,0,0,0,639.0
10,9,3,1,,,,549.2,0,0,0,757.0
10,10,3,1,,,,512.2,0,0,0,805.0
10,11,3,1,,,,562.1,0,0,0,828.0
