Model,Forecast Time (s),Solve Time (s),Tau (hrs),Overall,Price,Carbon,Grid
analysis\LGBM_0,10162.308344816323,3683.4446192097384,48,0.8714841763807137,0.8606439918777143,0.8731177516954698,0.9129139177278089
