Model,Forecast Time (s),Solve Time (s),Tau (hrs),Overall,Price,Carbon,Grid
analysis\LGBM_0,1228.5142006971873,3938.2038513787556,48,0.9514124525170676,0.9426955334667969,0.9466952617286917,1.011865946790977
