experiment,load_5,load_11,load_14,load_16,load_24,load_29,solar_5,solar_11,solar_14,solar_16,solar_24,solar_29,carbon,price
linear_L168_T48,119.72017,43.55974,68.58969,189.32777,2800.503,131.142,3444.127,2815.7747,3072.3508,2742.0623,3320.0996,4664.4175,6.0473823e-05,0.0008643458
