experiment,load_5,load_11,load_14,load_16,load_24,load_29,solar_5,solar_11,solar_14,solar_16,solar_24,solar_29,carbon,price
2linear_L168_T48,147.46187,57.917538,101.837204,303.00244,5120.368,160.81119,5103.334,4160.2246,5312.7173,3775.781,3872.8262,3890.9722,0.00014477539,0.002730443
