Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
10,24,3,0,,,,14.9,0,0,0,0.0
11,1,4,0,,,,14.4,0,0,0,0.0
11,2,4,0,,,,16.4,0,0,0,0.0
11,3,4,0,,,,15.3,0,0,0,0.0
11,4,4,0,,,,15.7,0,0,0,0.0
11,5,4,0,,,,15.3,0,0,0,0.0
11,6,4,0,,,,15.7,0,0,0,0.0
11,7,4,0,,,,15.9,0,0,0,5.0
11,8,4,0,,,,17.4,0,0,0,62.0
11,9,4,0,,,,24.7,0,0,0,243.0
11,10,4,0,,,,33.8,0,0,0,266.0
11,11,4,0,,,,37.2,0,0,0,199.0
11,12,4,0,,,,34.7,0,0,0,161.0
11,13,4,0,,,,35.4,0,0,0,112.0
11,14,4,0,,,,35.3,0,0,0,62.0
11,15,4,0,,,,37.0,0,0,0,26.0
11,16,4,0,,,,37.1,0,0,0,1.0
11,17,4,0,,,,28.4,0,0,0,0.0
11,18,4,0,,,,18.3,0,0,0,0.0
11,19,4,0,,,,16.8,0,0,0,0.0
11,20,4,0,,,,16.0,0,0,0,0.0
11,21,4,0,,,,17.1,0,0,0,0.0
11,22,4,0,,,,15.9,0,0,0,0.0
11,23,4,0,,,,13.8,0,0,0,0.0
11,24,4,0,,,,13.9,0,0,0,0.0
11,1,5,0,,,,13.6,0,0,0,0.0
11,2,5,0,,,,13.8,0,0,0,0.0
11,3,5,0,,,,13.2,0,0,0,0.0
11,4,5,0,,,,14.0,0,0,0,0.0
11,5,5,0,,,,14.4,0,0,0,0.0
11,6,5,0,,,,14.7,0,0,0,0.0
11,7,5,0,,,,15.1,0,0,0,0.0
11,8,5,0,,,,16.7,0,0,0,21.0
11,9,5,0,,,,24.3,0,0,0,61.0
11,10,5,0,,,,32.6,0,0,0,120.0
11,11,5,0,,,,33.1,0,0,0,225.0
11,12,5,0,,,,33.6,0,0,0,286.0
11,13,5,0,,,,33.7,0,0,0,261.0
11,14,5,0,,,,34.4,0,0,0,214.0
11,15,5,0,,,,36.6,0,0,0,137.0
11,16,5,0,,,,38.1,0,0,0,15.0
11,17,5,0,,,,34.4,0,0,0,0.0
11,18,5,0,,,,32.6,0,0,0,0.0
11,19,5,0,,,,29.6,0,0,0,0.0
11,20,5,0,,,,27.7,0,0,0,0.0
11,21,5,0,,,,28.0,0,0,0,0.0
