experiment,load_0,load_3,load_9,load_11,load_12,load_15,load_16,load_25,load_26,load_32,load_38,load_44,load_45,load_48,load_49,solar,carbon,price
analysis\linear_1,43.47604,2.5398355,0.9401248,47.424187,2.6382065,103.16199,195.20453,13.272707,77.52154,19.954388,1.4557151,226.7146,433.6189,71.146866,105.33751,8806.874,8.706601e-05,0.0011145134
