Electricity Pricing [£/kWh],6h Prediction Electricity Pricing [£/kWh],12h Prediction Electricity Pricing [£/kWh],24h Prediction Electricity Pricing [£/kWh]
0.1837,0.2612,0.3347,0.1833
0.1995,0.2706,0.35,0.1951
0.215,0.258,0.35,0.1885
0.2103,0.1977,0.2449,0.1919
0.2708,0.1764,0.2136,0.1987
0.2743,0.1819,0.2076,0.2073
0.2612,0.3347,0.1957,0.2337
0.2706,0.35,0.2062,0.2324
0.258,0.35,0.2084,0.2359
0.1977,0.2449,0.1948,0.208
0.1764,0.2136,0.1951,0.1808
0.1819,0.2076,0.1819,0.1786
0.3347,0.1957,0.1833,0.3336
0.35,0.2062,0.1951,0.35
0.35,0.2084,0.1885,0.35
0.2449,0.1948,0.1919,0.2712
0.2136,0.1951,0.1987,0.2542
0.2076,0.1819,0.2073,0.2573
0.1957,0.1833,0.2337,0.2229
0.2062,0.1951,0.2324,0.2351
0.2084,0.1885,0.2359,0.2319
0.1948,0.1919,0.208,0.2271
0.1951,0.1987,0.1808,0.2023
0.1819,0.2073,0.1786,0.1946
0.1833,0.2337,0.3336,0.1923
0.1951,0.2324,0.35,0.1874
0.1885,0.2359,0.35,0.1874
0.1919,0.208,0.2712,0.1856
0.1987,0.1808,0.2542,0.1984
0.2073,0.1786,0.2573,0.2095
0.2337,0.3336,0.2229,0.2379
0.2324,0.35,0.2351,0.2426
0.2359,0.35,0.2319,0.2638
0.208,0.2712,0.2271,0.2125
0.1808,0.2542,0.2023,0.2029
0.1786,0.2573,0.1946,0.197
0.3336,0.2229,0.1923,0.3403
0.35,0.2351,0.1874,0.35
0.35,0.2319,0.1874,0.35
0.2712,0.2271,0.1856,0.2638
0.2542,0.2023,0.1984,0.2554
0.2573,0.1946,0.2095,0.2762
0.2229,0.1923,0.2379,0.2205
0.2351,0.1874,0.2426,0.2267
0.2319,0.1874,0.2638,0.2135
0.2271,0.1856,0.2125,0.2018
0.2023,0.1984,0.2029,0.199
0.1946,0.2095,0.197,0.1921
0.1923,0.2379,0.3403,0.185
0.1874,0.2426,0.35,0.191
0.1874,0.2638,0.35,0.194
0.1856,0.2125,0.2638,0.2172
0.1984,0.2029,0.2554,0.2871
0.2095,0.197,0.2762,0.2915
0.2379,0.3403,0.2205,0.2833
0.2426,0.35,0.2267,0.2946
0.2638,0.35,0.2135,0.3032
0.2125,0.2638,0.2018,0.2712
0.2029,0.2554,0.199,0.2401
0.197,0.2762,0.1921,0.2514
0.3403,0.2205,0.185,0.35
0.35,0.2267,0.191,0.35
0.35,0.2135,0.194,0.35
0.2638,0.2018,0.2172,0.35
0.2554,0.199,0.2871,0.3136
0.2762,0.1921,0.2915,0.2855
0.2205,0.185,0.2833,0.2194
0.2267,0.191,0.2946,0.2216
0.2135,0.194,0.3032,0.2118
0.2018,0.2172,0.2712,0.2117
0.199,0.2871,0.2401,0.2098
0.1921,0.2915,0.2514,0.2018
0.185,0.2833,0.35,0.194
0.191,0.2946,0.35,0.2117
0.194,0.3032,0.35,0.2205
0.2172,0.2712,0.35,0.2239
0.2871,0.2401,0.3136,0.2426
0.2915,0.2514,0.2855,0.2556
0.2833,0.35,0.2194,0.2346
0.2946,0.35,0.2216,0.2337
0.3032,0.35,0.2118,0.227
0.2712,0.35,0.2117,0.2064
0.2401,0.3136,0.2098,0.2029
0.2514,0.2855,0.2018,0.2073
0.35,0.2194,0.194,0.35
0.35,0.2216,0.2117,0.35
0.35,0.2118,0.2205,0.35
0.35,0.2117,0.2239,0.3263
0.3136,0.2098,0.2426,0.3065
0.2855,0.2018,0.2556,0.2817
0.2194,0.194,0.2346,0.2201
0.2216,0.2117,0.2337,0.2139
0.2118,0.2205,0.227,0.2087
0.2117,0.2239,0.2064,0.1929
0.2098,0.2426,0.2029,0.1881
0.2018,0.2556,0.2073,0.1908
0.194,0.2346,0.35,0.191
0.2117,0.2337,0.35,0.1878
0.2205,0.227,0.35,0.2155
0.2239,0.2064,0.3263,0.2381
0.2426,0.2029,0.3065,0.2732
0.2556,0.2073,0.2817,0.2756
0.2346,0.35,0.2201,0.247
0.2337,0.35,0.2139,0.2293
0.227,0.35,0.2087,0.2205
0.2064,0.3263,0.1929,0.1973
0.2029,0.3065,0.1881,0.1896
0.2073,0.2817,0.1908,0.1951
0.35,0.2201,0.191,0.3389
0.35,0.2139,0.1878,0.35
0.35,0.2087,0.2155,0.35
0.3263,0.1929,0.2381,0.2986
0.3065,0.1881,0.2732,0.2642
0.2817,0.1908,0.2756,0.2438
0.2201,0.191,0.247,0.2102
0.2139,0.1878,0.2293,0.2271
0.2087,0.2155,0.2205,0.2164
0.1929,0.2381,0.1973,0.2139
0.1881,0.2732,0.1896,0.1932
0.1908,0.2756,0.1951,0.201
0.191,0.247,0.3389,0.1951
0.1878,0.2293,0.35,0.1962
0.2155,0.2205,0.35,0.2152
0.2381,0.1973,0.2986,0.2328
0.2732,0.1896,0.2642,0.2593
0.2756,0.1951,0.2438,0.2811
0.247,0.3389,0.2102,0.2441
0.2293,0.35,0.2271,0.2293
0.2205,0.35,0.2164,0.2399
0.1973,0.2986,0.2139,0.2261
0.1896,0.2642,0.1932,0.2117
0.1951,0.2438,0.201,0.1984
0.3389,0.2102,0.1951,0.3369
0.35,0.2271,0.1962,0.35
0.35,0.2164,0.2152,0.35
0.2986,0.2139,0.2328,0.2558
0.2642,0.1932,0.2593,0.2117
0.2438,0.201,0.2811,0.2152
0.2102,0.1951,0.2441,0.2117
0.2271,0.1962,0.2293,0.2111
0.2164,0.2152,0.2399,0.169
0.2139,0.2328,0.2261,0.1639
0.1932,0.2593,0.2117,0.1665
0.201,0.2811,0.1984,0.1689
0.1951,0.2441,0.3369,0.1908
0.1962,0.2293,0.35,0.1862
0.2152,0.2399,0.35,0.2084
0.2328,0.2261,0.2558,0.2231
0.2593,0.2117,0.2117,0.2655
0.2811,0.1984,0.2152,0.2712
0.2441,0.3369,0.2117,0.2516
0.2293,0.35,0.2111,0.226
0.2399,0.35,0.169,0.2225
0.2261,0.2558,0.1639,0.2029
0.2117,0.2117,0.1665,0.1841
0.1984,0.2152,0.1689,0.1782
0.3369,0.2117,0.1908,0.3261
0.35,0.2111,0.1862,0.3425
0.35,0.169,0.2084,0.35
0.2558,0.1639,0.2231,0.2556
0.2117,0.1665,0.2655,0.2249
0.2152,0.1689,0.2712,0.2287
0.2117,0.1908,0.2516,0.2091
0.2111,0.1862,0.226,0.2293
0.169,0.2084,0.2225,0.1769
0.1639,0.2231,0.2029,0.133
0.1665,0.2655,0.1841,0.1048
0.1689,0.2712,0.1782,0.0954
0.1908,0.2516,0.3261,0.1099
0.1862,0.226,0.3425,0.1325
0.2084,0.2225,0.35,0.1752
0.2231,0.2029,0.2556,0.2089
0.2655,0.1841,0.2249,0.2297
0.2712,0.1782,0.2287,0.242
0.2516,0.3261,0.2091,0.2382
0.226,0.3425,0.2293,0.24
0.2225,0.35,0.1769,0.2315
0.2029,0.2556,0.133,0.2145
0.1841,0.2249,0.1048,0.181
0.1782,0.2287,0.0954,0.1933
0.3261,0.2091,0.1099,0.3369
0.3425,0.2293,0.1325,0.3446
0.35,0.1769,0.1752,0.35
0.2556,0.133,0.2089,0.2407
0.2249,0.1048,0.2297,0.2204
0.2287,0.0954,0.242,0.2293
0.2091,0.1099,0.2382,0.2146
0.2293,0.1325,0.24,0.2659
0.1769,0.1752,0.2315,0.226
0.133,0.2089,0.2145,0.1615
0.1048,0.2297,0.181,0.1114
0.0954,0.242,0.1933,0.0584
0.1099,0.2382,0.3369,0.0363
0.1325,0.24,0.3446,0.03
0.1752,0.2315,0.35,0.0763
0.2089,0.2145,0.2407,0.1184
0.2297,0.181,0.2204,0.1665
0.242,0.1933,0.2293,0.2182
0.2382,0.3369,0.2146,0.2527
0.24,0.3446,0.2659,0.2504
0.2315,0.35,0.226,0.2681
0.2145,0.2407,0.1615,0.2314
0.181,0.2204,0.1114,0.1558
0.1933,0.2293,0.0584,0.1731
0.3369,0.2146,0.0363,0.3403
0.3446,0.2659,0.03,0.3425
0.35,0.226,0.0763,0.35
0.2407,0.1615,0.1184,0.2705
0.2204,0.1114,0.1665,0.2734
0.2293,0.0584,0.2182,0.2706
0.2146,0.0363,0.2527,0.2117
0.2659,0.03,0.2504,0.2488
0.226,0.0763,0.2681,0.204
0.1615,0.1184,0.2314,0.1961
0.1114,0.1665,0.1558,0.1969
0.0584,0.2182,0.1731,0.1969
0.0363,0.2527,0.3403,0.2078
0.03,0.2504,0.3425,0.2139
0.0763,0.2681,0.35,0.2545
0.1184,0.2314,0.2705,0.2227
0.1665,0.1558,0.2734,0.2518
0.2182,0.1731,0.2706,0.2632
0.2527,0.3403,0.2117,0.2558
0.2504,0.3425,0.2488,0.2337
0.2681,0.35,0.204,0.2448
0.2314,0.2705,0.1961,0.2233
0.1558,0.2734,0.1969,0.2073
0.1731,0.2706,0.1969,0.1902
0.3403,0.2117,0.2078,0.35
0.3425,0.2488,0.2139,0.35
0.35,0.204,0.2545,0.35
0.2705,0.1961,0.2227,0.2723
0.2734,0.1969,0.2518,0.2537
0.2706,0.1969,0.2632,0.2428
0.2117,0.2078,0.2558,0.2055
0.2488,0.2139,0.2337,0.2326
0.204,0.2545,0.2448,0.2084
0.1961,0.2227,0.2233,0.1962
0.1969,0.2518,0.2073,0.1841
0.1969,0.2632,0.1902,0.1819
0.2078,0.2558,0.35,0.1807
0.2139,0.2337,0.35,0.1905
0.2545,0.2448,0.35,0.215
0.2227,0.2233,0.2723,0.2161
0.2518,0.2073,0.2537,0.2586
0.2632,0.1902,0.2428,0.2646
0.2558,0.35,0.2055,0.2481
0.2337,0.35,0.2326,0.2418
0.2448,0.35,0.2084,0.2414
0.2233,0.2723,0.1962,0.2073
0.2073,0.2537,0.1841,0.194
0.1902,0.2428,0.1819,0.1837
0.35,0.2055,0.1807,0.3387
0.35,0.2326,0.1905,0.35
0.35,0.2084,0.215,0.35
0.2723,0.1962,0.2161,0.312
0.2537,0.1841,0.2586,0.2859
0.2428,0.1819,0.2646,0.2678
0.2055,0.1807,0.2481,0.2018
0.2326,0.1905,0.2418,0.229
0.2084,0.215,0.2414,0.2216
0.1962,0.2161,0.2073,0.2139
0.1841,0.2586,0.194,0.1939
0.1819,0.2646,0.1837,0.1972
0.1807,0.2481,0.3387,0.1865
0.1905,0.2418,0.35,0.1897
0.215,0.2414,0.35,0.2184
0.2161,0.2073,0.312,0.226
0.2586,0.194,0.2859,0.2631
0.2646,0.1837,0.2678,0.2583
0.2481,0.3387,0.2018,0.2339
0.2418,0.35,0.229,0.2286
0.2414,0.35,0.2216,0.2218
0.2073,0.312,0.2139,0.2051
0.194,0.2859,0.1939,0.1982
0.1837,0.2678,0.1972,0.1924
0.3387,0.2018,0.1865,0.3415
0.35,0.229,0.1897,0.35
0.35,0.2216,0.2184,0.35
0.312,0.2139,0.226,0.2946
0.2859,0.1939,0.2631,0.284
0.2678,0.1972,0.2583,0.2694
0.2018,0.1865,0.2339,0.2206
0.229,0.1897,0.2286,0.247
0.2216,0.2184,0.2218,0.2147
0.2139,0.226,0.2051,0.194
0.1939,0.2631,0.1982,0.1888
0.1972,0.2583,0.1924,0.183
0.1865,0.2339,0.3415,0.1829
0.1897,0.2286,0.35,0.1991
0.2184,0.2218,0.35,0.221
0.226,0.2051,0.2946,0.2466
0.2631,0.1982,0.284,0.2836
0.2583,0.1924,0.2694,0.2641
0.2339,0.3415,0.2206,0.2216
0.2286,0.35,0.247,0.1975
0.2218,0.35,0.2147,0.2282
0.2051,0.2946,0.194,0.1968
0.1982,0.284,0.1888,0.1961
0.1924,0.2694,0.183,0.1899
0.3415,0.2206,0.1829,0.3429
0.35,0.247,0.1991,0.3438
0.35,0.2147,0.221,0.35
0.2946,0.194,0.2466,0.2681
0.284,0.1888,0.2836,0.2638
0.2694,0.183,0.2641,0.248
0.2206,0.1829,0.2216,0.2157
0.247,0.1991,0.1975,0.2543
0.2147,0.221,0.2282,0.2367
0.194,0.2466,0.1968,0.2214
0.1888,0.2836,0.1961,0.194
0.183,0.2641,0.1899,0.1819
0.1829,0.2216,0.3429,0.1712
0.1991,0.1975,0.3438,0.2013
0.221,0.2282,0.35,0.2459
0.2466,0.1968,0.2681,0.2458
0.2836,0.1961,0.2638,0.2646
0.2641,0.1899,0.248,0.2567
0.2216,0.3429,0.2157,0.2173
0.1975,0.3438,0.2543,0.2062
0.2282,0.35,0.2367,0.2154
0.1968,0.2681,0.2214,0.1925
0.1961,0.2638,0.194,0.1868
0.1899,0.248,0.1819,0.1795
0.3429,0.2157,0.1712,0.3349
0.3438,0.2543,0.2013,0.3499
0.35,0.2367,0.2459,0.35
0.2681,0.2214,0.2458,0.2758
0.2638,0.194,0.2646,0.2822
0.248,0.1819,0.2567,0.2668
0.2157,0.1712,0.2173,0.2271
0.2543,0.2013,0.2062,0.26
0.2367,0.2459,0.2154,0.2254
0.2214,0.2458,0.1925,0.1981
0.194,0.2646,0.1868,0.1822
0.1819,0.2567,0.1795,0.1687
0.1712,0.2173,0.3349,0.1867
0.2013,0.2062,0.3499,0.2161
0.2459,0.2154,0.35,0.2381
0.2458,0.1925,0.2758,0.223
0.2646,0.1868,0.2822,0.2442
0.2567,0.1795,0.2668,0.2401
0.2173,0.3349,0.2271,0.2421
0.2062,0.3499,0.26,0.2426
0.2154,0.35,0.2254,0.234
0.1925,0.2758,0.1981,0.2325
0.1868,0.2822,0.1822,0.2066
0.1795,0.2668,0.1687,0.2026
0.3349,0.2271,0.1867,0.35
0.3499,0.26,0.2161,0.35
0.35,0.2254,0.2381,0.35
0.2758,0.1981,0.223,0.2947
0.2822,0.1822,0.2442,0.2904
0.2668,0.1687,0.2401,0.2986
0.2271,0.1867,0.2421,0.2361
0.26,0.2161,0.2426,0.2481
0.2254,0.2381,0.234,0.2424
0.1981,0.223,0.2325,0.2298
0.1822,0.2442,0.2066,0.2278
0.1687,0.2401,0.2026,0.2204
0.1867,0.2421,0.35,0.2006
0.2161,0.2426,0.35,0.1977
0.2381,0.234,0.35,0.1982
0.223,0.2325,0.2947,0.2057
0.2442,0.2066,0.2904,0.2337
0.2401,0.2026,0.2986,0.2634
0.2421,0.35,0.2361,0.26
0.2426,0.35,0.2481,0.262
0.234,0.35,0.2424,0.2546
0.2325,0.2947,0.2298,0.2357
0.2066,0.2904,0.2278,0.2007
0.2026,0.2986,0.2204,0.1931
0.35,0.2361,0.2006,0.35
0.35,0.2481,0.1977,0.35
0.35,0.2424,0.1982,0.35
0.2947,0.2298,0.2057,0.2384
0.2904,0.2278,0.2337,0.2315
0.2986,0.2204,0.2634,0.2403
0.2361,0.2006,0.26,0.1898
0.2481,0.1977,0.262,0.2547
0.2424,0.1982,0.2546,0.2084
0.2298,0.2057,0.2357,0.1764
0.2278,0.2337,0.2007,0.1441
0.2204,0.2634,0.1931,0.0551
0.2006,0.26,0.35,0.0981
0.1977,0.262,0.35,0.1161
0.1982,0.2546,0.35,0.1962
0.2057,0.2357,0.2384,0.2074
0.2337,0.2007,0.2315,0.2182
0.2634,0.1931,0.2403,0.2095
0.26,0.35,0.1898,0.2103
0.262,0.35,0.2547,0.228
0.2546,0.35,0.2084,0.2513
0.2357,0.2384,0.1764,0.2427
0.2007,0.2315,0.1441,0.2178
0.1931,0.2403,0.0551,0.2015
0.35,0.1898,0.0981,0.338
0.35,0.2547,0.1161,0.35
0.35,0.2084,0.1962,0.35
0.2384,0.1764,0.2074,0.2865
0.2315,0.1441,0.2182,0.2866
0.2403,0.0551,0.2095,0.2964
0.1898,0.0981,0.2103,0.2187
0.2547,0.1161,0.228,0.2569
0.2084,0.1962,0.2513,0.2547
0.1764,0.2074,0.2427,0.2514
0.1441,0.2182,0.2178,0.2176
0.0551,0.2095,0.2015,0.183
0.0981,0.2103,0.338,0.1853
0.1161,0.228,0.35,0.2095
0.1962,0.2513,0.35,0.2437
0.2074,0.2427,0.2865,0.2525
0.2182,0.2178,0.2866,0.2503
0.2095,0.2015,0.2964,0.2414
0.2103,0.338,0.2187,0.2282
0.228,0.35,0.2569,0.2271
0.2513,0.35,0.2547,0.2337
0.2427,0.2865,0.2514,0.2423
0.2178,0.2866,0.2176,0.2315
0.2015,0.2964,0.183,0.2335
0.338,0.2187,0.1853,0.35
0.35,0.2569,0.2095,0.35
0.35,0.2547,0.2437,0.35
0.2865,0.2514,0.2525,0.2908
0.2866,0.2176,0.2503,0.287
0.2964,0.183,0.2414,0.2924
0.2187,0.1853,0.2282,0.2272
0.2569,0.2095,0.2271,0.2337
0.2547,0.2437,0.2337,0.2293
0.2514,0.2525,0.2423,0.2347
0.2176,0.2503,0.2315,0.2216
0.183,0.2414,0.2335,0.2164
0.1853,0.2282,0.35,0.2037
0.2095,0.2271,0.35,0.215
0.2437,0.2337,0.35,0.2254
0.2525,0.2423,0.2908,0.2359
0.2503,0.2315,0.287,0.2701
0.2414,0.2335,0.2924,0.2844
0.2282,0.35,0.2272,0.2789
0.2271,0.35,0.2337,0.2494
0.2337,0.35,0.2293,0.2579
0.2423,0.2908,0.2347,0.2349
0.2315,0.287,0.2216,0.2227
0.2335,0.2924,0.2164,0.2293
0.35,0.2272,0.2037,0.35
0.35,0.2337,0.215,0.35
0.35,0.2293,0.2254,0.35
0.2908,0.2347,0.2359,0.2977
0.287,0.2216,0.2701,0.3021
0.2924,0.2164,0.2844,0.2855
0.2272,0.2037,0.2789,0.2284
0.2337,0.215,0.2494,0.2172
0.2293,0.2254,0.2579,0.2033
0.2347,0.2359,0.2349,0.215
0.2216,0.2701,0.2227,0.2139
0.2164,0.2844,0.2293,0.2115
0.2037,0.2789,0.35,0.2108
0.215,0.2494,0.35,0.2117
0.2254,0.2579,0.35,0.2276
0.2359,0.2349,0.2977,0.2315
0.2701,0.2227,0.3021,0.3155
0.2844,0.2293,0.2855,0.3223
0.2789,0.35,0.2284,0.3154
0.2494,0.35,0.2172,0.3017
0.2579,0.35,0.2033,0.3172
0.2349,0.2977,0.215,0.3002
0.2227,0.3021,0.2139,0.2567
0.2293,0.2855,0.2115,0.28
0.35,0.2284,0.2108,0.35
0.35,0.2172,0.2117,0.35
0.35,0.2033,0.2276,0.35
0.2977,0.215,0.2315,0.347
0.3021,0.2139,0.3155,0.3274
0.2855,0.2115,0.3223,0.3087
0.2284,0.2108,0.3154,0.2422
0.2172,0.2117,0.3017,0.2216
0.2033,0.2276,0.3172,0.2156
0.215,0.2315,0.3002,0.2164
0.2139,0.3155,0.2567,0.207
0.2115,0.3223,0.28,0.2087
0.2108,0.3154,0.35,0.2082
0.2117,0.3017,0.35,0.2152
0.2276,0.3172,0.35,0.2185
0.2315,0.3002,0.347,0.2296
0.3155,0.2567,0.3274,0.2828
0.3223,0.28,0.3087,0.2848
0.3154,0.35,0.2422,0.2838
0.3017,0.35,0.2216,0.2818
0.3172,0.35,0.2156,0.2844
0.3002,0.347,0.2164,0.2553
0.2567,0.3274,0.207,0.2184
0.28,0.3087,0.2087,0.2118
0.35,0.2422,0.2082,0.35
0.35,0.2216,0.2152,0.35
0.35,0.2156,0.2185,0.35
0.347,0.2164,0.2296,0.276
0.3274,0.207,0.2828,0.265
0.3087,0.2087,0.2848,0.2464
0.2422,0.2082,0.2838,0.2088
0.2216,0.2152,0.2818,0.2245
0.2156,0.2185,0.2844,0.2054
0.2164,0.2296,0.2553,0.199
0.207,0.2828,0.2184,0.1996
0.2087,0.2848,0.2118,0.197
0.2082,0.2838,0.35,0.1969
0.2152,0.2818,0.35,0.2055
0.2185,0.2844,0.35,0.204
0.2296,0.2553,0.276,0.2131
0.2828,0.2184,0.265,0.2026
0.2848,0.2118,0.2464,0.2514
0.2838,0.35,0.2088,0.2591
0.2818,0.35,0.2245,0.2632
0.2844,0.35,0.2054,0.2656
0.2553,0.276,0.199,0.225
0.2184,0.265,0.1996,0.2093
0.2118,0.2464,0.197,0.1989
0.35,0.2088,0.1969,0.35
0.35,0.2245,0.2055,0.35
0.35,0.2054,0.204,0.35
0.276,0.199,0.2131,0.2788
0.265,0.1996,0.2026,0.2626
0.2464,0.197,0.2514,0.251
0.2088,0.1969,0.2591,0.2044
0.2245,0.2055,0.2632,0.2372
0.2054,0.204,0.2656,0.2157
0.199,0.2131,0.225,0.208
0.1996,0.2026,0.2093,0.2085
0.197,0.2514,0.1989,0.2073
0.1969,0.2591,0.35,0.2057
0.2055,0.2632,0.35,0.2073
0.204,0.2656,0.35,0.2024
0.2131,0.225,0.2788,0.1919
0.2026,0.2093,0.2626,0.2118
0.2514,0.1989,0.251,0.2577
0.2591,0.35,0.2044,0.2562
0.2632,0.35,0.2372,0.2691
0.2656,0.35,0.2157,0.2662
0.225,0.2788,0.208,0.2282
0.2093,0.2626,0.2085,0.1958
0.1989,0.251,0.2073,0.1948
0.35,0.2044,0.2057,0.342
0.35,0.2372,0.2073,0.35
0.35,0.2157,0.2024,0.35
0.2788,0.208,0.1919,0.2768
0.2626,0.2085,0.2118,0.269
0.251,0.2073,0.2577,0.2495
0.2044,0.2057,0.2562,0.184
0.2372,0.2073,0.2691,0.2112
0.2157,0.2024,0.2662,0.2067
0.208,0.1919,0.2282,0.1929
0.2085,0.2118,0.1958,0.1889
0.2073,0.2577,0.1948,0.1877
0.2057,0.2562,0.342,0.1898
0.2073,0.2691,0.35,0.1984
0.2024,0.2662,0.35,0.2183
0.1919,0.2282,0.2768,0.2271
0.2118,0.1958,0.269,0.2767
0.2577,0.1948,0.2495,0.2811
0.2562,0.342,0.184,0.2686
0.2691,0.35,0.2112,0.2392
0.2662,0.35,0.2067,0.2249
0.2282,0.2768,0.1929,0.2147
0.1958,0.269,0.1889,0.1927
0.1948,0.2495,0.1877,0.1938
0.342,0.184,0.1898,0.3458
0.35,0.2112,0.1984,0.35
0.35,0.2067,0.2183,0.35
0.2768,0.1929,0.2271,0.3153
0.269,0.1889,0.2767,0.3054
0.2495,0.1877,0.2811,0.2811
0.184,0.1898,0.2686,0.2046
0.2112,0.1984,0.2392,0.2315
0.2067,0.2183,0.2249,0.236
0.1929,0.2271,0.2147,0.2073
0.1889,0.2767,0.1927,0.2022
0.1877,0.2811,0.1938,0.1899
0.1898,0.2686,0.3458,0.2025
0.1984,0.2392,0.35,0.2119
0.2183,0.2249,0.35,0.2183
0.2271,0.2147,0.3153,0.2375
0.2767,0.1927,0.3054,0.2862
0.2811,0.1938,0.2811,0.2911
0.2686,0.3458,0.2046,0.269
0.2392,0.35,0.2315,0.2545
0.2249,0.35,0.236,0.2506
0.2147,0.3153,0.2073,0.2337
0.1927,0.3054,0.2022,0.2051
0.1938,0.2811,0.1899,0.215
0.3458,0.2046,0.2025,0.35
0.35,0.2315,0.2119,0.35
0.35,0.236,0.2183,0.35
0.3153,0.2073,0.2375,0.333
0.3054,0.2022,0.2862,0.3132
0.2811,0.1899,0.2911,0.2977
0.2046,0.2025,0.269,0.221
0.2315,0.2119,0.2545,0.2271
0.236,0.2183,0.2506,0.225
0.2073,0.2375,0.2337,0.2102
0.2022,0.2862,0.2051,0.1925
0.1899,0.2911,0.215,0.1951
0.2025,0.269,0.35,0.198
0.2119,0.2545,0.35,0.2052
0.2183,0.2506,0.35,0.2315
0.2375,0.2337,0.333,0.2271
0.2862,0.2051,0.3132,0.2922
0.2911,0.215,0.2977,0.3032
0.269,0.35,0.221,0.3006
0.2545,0.35,0.2271,0.2988
0.2506,0.35,0.225,0.2911
0.2337,0.333,0.2102,0.2388
0.2051,0.3132,0.1925,0.2168
0.215,0.2977,0.1951,0.2062
0.35,0.221,0.198,0.3475
0.35,0.2271,0.2052,0.35
0.35,0.225,0.2315,0.35
0.333,0.2102,0.2271,0.2897
0.3132,0.1925,0.2922,0.2581
0.2977,0.1951,0.3032,0.233
0.221,0.198,0.3006,0.2025
0.2271,0.2052,0.2988,0.2392
0.225,0.2315,0.2911,0.2314
0.2102,0.2271,0.2388,0.2119
0.1925,0.2922,0.2168,0.2029
0.1951,0.3032,0.2062,0.1967
0.198,0.3006,0.3475,0.1982
0.2052,0.2988,0.35,0.2048
0.2315,0.2911,0.35,0.2266
0.2271,0.2388,0.2897,0.2426
0.2922,0.2168,0.2581,0.2567
0.3032,0.2062,0.233,0.2684
0.3006,0.3475,0.2025,0.2516
0.2988,0.35,0.2392,0.2416
0.2911,0.35,0.2314,0.2271
0.2388,0.2897,0.2119,0.2067
0.2168,0.2581,0.2029,0.1846
0.2062,0.233,0.1967,0.183
0.3475,0.2025,0.1982,0.3314
0.35,0.2392,0.2048,0.35
0.35,0.2314,0.2266,0.35
0.2897,0.2119,0.2426,0.2914
0.2581,0.2029,0.2567,0.2979
0.233,0.1967,0.2684,0.2696
0.2025,0.1982,0.2516,0.2072
0.2392,0.2048,0.2416,0.2362
0.2314,0.2266,0.2271,0.2227
0.2119,0.2426,0.2067,0.2148
0.2029,0.2567,0.1846,0.2126
0.1967,0.2684,0.183,0.2117
0.1982,0.2516,0.3314,0.2098
0.2048,0.2416,0.35,0.212
0.2266,0.2271,0.35,0.2308
0.2426,0.2067,0.2914,0.2435
0.2567,0.1846,0.2979,0.2935
0.2684,0.183,0.2696,0.2944
0.2516,0.3314,0.2072,0.2916
0.2416,0.35,0.2362,0.2933
0.2271,0.35,0.2227,0.2911
0.2067,0.2914,0.2148,0.2533
0.1846,0.2979,0.2126,0.2092
0.183,0.2696,0.2117,0.2116
0.3314,0.2072,0.2098,0.3458
0.35,0.2362,0.212,0.35
0.35,0.2227,0.2308,0.35
0.2914,0.2148,0.2435,0.28
0.2979,0.2126,0.2935,0.2734
0.2696,0.2117,0.2944,0.2467
0.2072,0.2098,0.2916,0.2095
0.2362,0.212,0.2933,0.2549
0.2227,0.2308,0.2911,0.2357
0.2148,0.2435,0.2533,0.239
0.2126,0.2935,0.2092,0.2243
0.2117,0.2944,0.2116,0.1993
0.2098,0.2916,0.3458,0.2069
0.212,0.2933,0.35,0.2123
0.2308,0.2911,0.35,0.2213
0.2435,0.2533,0.28,0.2203
0.2935,0.2092,0.2734,0.226
0.2944,0.2116,0.2467,0.262
0.2916,0.3458,0.2095,0.2488
0.2933,0.35,0.2549,0.247
0.2911,0.35,0.2357,0.2425
0.2533,0.28,0.239,0.202
0.2092,0.2734,0.2243,0.1852
0.2116,0.2467,0.1993,0.1842
0.3458,0.2095,0.2069,0.3403
0.35,0.2549,0.2123,0.35
0.35,0.2357,0.2213,0.35
0.28,0.239,0.2203,0.2866
0.2734,0.2243,0.226,0.3102
0.2467,0.1993,0.262,0.2952
0.2095,0.2069,0.2488,0.2289
0.2549,0.2123,0.247,0.2712
0.2357,0.2213,0.2425,0.2534
0.239,0.2203,0.202,0.246
0.2243,0.226,0.1852,0.2147
0.1993,0.262,0.1842,0.1969
0.2069,0.2488,0.3403,0.2036
0.2123,0.247,0.35,0.2044
0.2213,0.2425,0.35,0.2092
0.2203,0.202,0.2866,0.2141
0.226,0.1852,0.3102,0.2304
0.262,0.1842,0.2952,0.2403
0.2488,0.3403,0.2289,0.2585
0.247,0.35,0.2712,0.2668
0.2425,0.35,0.2534,0.2692
0.202,0.2866,0.246,0.252
0.1852,0.3102,0.2147,0.2138
0.1842,0.2952,0.1969,0.2116
0.3403,0.2289,0.2036,0.3498
0.35,0.2712,0.2044,0.35
0.35,0.2534,0.2092,0.35
0.2866,0.246,0.2141,0.2866
0.3102,0.2147,0.2304,0.2806
0.2952,0.1969,0.2403,0.2493
0.2289,0.2036,0.2585,0.227
0.2712,0.2044,0.2668,0.2481
0.2534,0.2092,0.2692,0.2414
0.246,0.2141,0.252,0.2183
0.2147,0.2304,0.2138,0.2178
0.1969,0.2403,0.2116,0.2266
0.2036,0.2585,0.3498,0.2199
0.2044,0.2668,0.35,0.2403
0.2092,0.2692,0.35,0.2422
0.2141,0.252,0.2866,0.2433
